Name,Score,Genres,Type,Episodes,Duration,Popularity,Members,summary,embedding,weighted_score,English name,Name_cleaned,English_name_cleaned
Bakumatsu Kikansetsu Irohanihoheto,7.13,"Action, Drama, Historical, Samurai",ONA,26,24 min. per ep.,2715,35440,"Genre: Action, Drama, Historical, Samurai and the synopsis is In the final years of the Bakumatsu, wandering mercenary Yojiro Akizuki travels the length and breadth of Japan. And while he employs his sword in the usual fashion, he also uses it to help him locate supernatural items which he pursues with single-minded determination, often with bloody results. In the course of his quest, he crosses paths with a traveling theater group whose members have their own dark agenda. Is it a chance meeting or the result of some, as yet, undiscovered conspiracy? (Source: Sentai Filmworks)","[[-0.00572953 -0.04373223 -0.02173295 ... -0.00500044  0.00317105
  -0.00487726]]",17723.56434928195,Intrigue in the Bakumatsu:Irohanihoheto,bakumatsu kikansetsu irohanihoheto,intrigue in the bakumatsuirohanihoheto
Taiho Shichau zo,7.46,"Action, Comedy, Police, Seinen",OVA,4,30 min. per ep.,3883,17518,"Genre: Action, Comedy, Police, Seinen and the synopsis is unning late on her first day as a patrol woman for the Bokuto Police Department, spunky moped rider Natsumi Tsujimoto decides to take several shortcuts, only to be chased down and cited by mechanical genius and expert police driver Miyuki Kobayakawa. Upon arrival at the precinct, Natsumi finds out that her new partner is the same woman who ticketed her earlier. At first, she doesn't trust Miyuki, but in a short period of time, they develop an unbreakable friendship that overcomes traffic accidents, reckless drivers and even the strongest typhoons to hit Tokyo. (Source: ANN)","[[ 0.00325786 -0.0224901  -0.00956529 ...  0.00048326 -0.02041039
  -0.02089033]]",8762.729235881034,You're Under Arrest,taiho shichau zo,youre under arrest
Kiniro no Corda: Primo Passo,7.48,"Harem, Music, Comedy, Drama, Magic, Romance, School, Shoujo",TV,25,24 min. per ep.,1570,86443,"Genre: Harem, Music, Comedy, Drama, Magic, Romance, School, Shoujo and the synopsis is Seiso Academy is a prestigious high school that sorts students into two majors: General Studies, characterized by distinct grey uniforms, and Music Studies, characterized by pristine white uniforms. While rushing to class one morning, General Studies student Kahoko Hino has a chance encounter with Lili, a small fairy searching for someone with the ability to see her. Lili flies away, and Kahoko, puzzled by their meeting, continues on her way. Later that day, the participants of a school-wide music competition are announced, and all of them are, unsurprisingly, Music Studies students—at least until Kahoko's name is read out. Immediately tracking down Lili, the small fairy gifts Kahoko a magical violin and convinces her to participate in the competition. Kiniro no Corda: Primo Passo follows Kahoko's endeavors alongside Lili, as the young student must now face the challenges of competition and go head-to-head against her competitors while navigating a new world of classical music.","[[ 0.0137566  -0.00610237 -0.01162873 ...  0.01220475 -0.01790391
  -0.02308127]]",43225.23806918446,La corda d'oro:primo passo,kiniro no corda primo passo,la corda doroprimo passo
Gift: Eternal Rainbow,6.63,"Comedy, Drama, Harem, Magic, Romance, School",TV,12,24 min. per ep.,3052,28636,"Genre: Comedy, Drama, Harem, Magic, Romance, School and the synopsis is maumi Haruhiko is a high school student who attends Shimano Academy in a town called Narasakicho. Narasakicho contains an unknown rainbow which constantly overlooks the town and is related to granting a magical wish called ""Gift."" Gift is a once-in-a-lifetime present between two people. As a child, Haruhiko has been close with his childhood friend, Kirino, until he obtains a new non-blood sister by the name of Riko. Haruhiko develops a strong relationship with Riko until they sadly depart due to the fact Haruhiko's father could no longer support the two of them. After some times passes by, Riko finally returns to the town of Narasakicho, and along with Kirino, starts to attend Shimano Academy with Haruhiko. The series revolves around the relationship among these main protagonists and slowly reveals the story behind both Gift and the rainbow.","[[ 0.00669751 -0.0282417  -0.01636435 ... -0.01540096 -0.00119186
  -0.02302886]]",14321.315015874083,Unknown,gift eternal rainbow,unknown
009-1,6.26,"Action, Mecha, Sci-Fi, Seinen",TV,12,25 min. per ep.,3947,16957,"Genre: Action, Mecha, Sci-Fi, Seinen and the synopsis is lene Hoffman, a beautiful cyborg spy with the codename ""009-1"" lives in an alternative world where the cold war never ended, continuously on-going for 140 years. The world is split into two factions, the West and the East block. A masquerade of peace between the two is slowly dissipated as the conflict occurs. Through politics, the two factions battle over supremacy over technology to threats of a nuclear attack. Mylene Hoffman, teaming up with three other agent, gets surrounded by deception, chaos and rivalry as she carries out missions assigned by her superiors.","[[-0.01610795 -0.01878157 -0.03743079 ... -0.00463583 -0.01179308
  -0.02394353]]",8481.630352874168,009-1,,
Mamoru-kun ni Megami no Shukufuku wo!,7.08,"Comedy, Romance, School",TV,24,22 min. per ep.,3362,23547,"Genre: Comedy, Romance, School and the synopsis is ""Beatrice"". It is a mysterious power that responds to people’s will and realize all of them. Tokyo Beatrice University Attached High School is the only school that teaches Beatrice called ""magic appears in the real world"". Yoshimura Mamoru is a high school boy who was saved by Beatrice miraculously when he was a child. At the first day of the school, he meets a girl under the cherry trees on his way to the school. She orders him to go out with her. Her name is Takasu Ayako. She is in the second grade and one year older than him. She is a director of student committee of discipline. Also, she is a granddaughter of a big-name politician, very beautiful, and a genius Beatrician who can even shoot a satellite down. She is called Witch Beatrice or Death Angel in Beatrice, but in fact, she is a pure-hearted girl. (Source: AnimeNfo)","[[-0.0091706  -0.02834668 -0.03591982 ... -0.00788869 -0.01840694
  -0.03594612]]",11777.039528256264,Venus to Mamoru!,mamorukun ni megami no shukufuku wo,venus to mamoru
Bartender,7.37,"Drama, Seinen, Slice of Life",TV,11,23 min. per ep.,1794,71697,"Genre: Drama, Seinen, Slice of Life and the synopsis is Hidden in the backstreets of the Ginza district is Eden Hall, a lone bar operated by Ryuu Sasakura, the prodigy bartender who is said to mix the most incredible cocktails anyone has ever tasted. However, not just anyone can find Eden Hall; rather, it is Eden Hall that must find you. Customers of varying backgrounds, each plagued with their own troubles, wander into this bar. Nevertheless, Ryuu always knows the ideal cocktail to console and guide each distraught soul.","[[ 0.02501139 -0.00174557 -0.04405152 ... -0.02073652  0.00517056
  -0.02061438]]",35852.18353157936,Bartender,bartender,bartender
Hataraki Man,7.03,"Comedy, Drama, Romance, Seinen, Slice of Life",TV,11,21 min. per ep.,3555,21153,"Genre: Comedy, Drama, Romance, Seinen, Slice of Life and the synopsis is Hiroko Matsukata is a woman who works for a magazine company. She puts all she has into her work, and is known as a strong, straight-forward working girl, who can at will turn herself into Hataraki man (working man) mode. Despite Hiroko's success at work, her life lacks romance. Even though a hard worker, she'd leave early anytime to go on a date. Too bad her boyfriend is even bigger a workaholic than Hiroko. (Source: ANN)","[[-0.01129564 -0.02145244 -0.01691035 ...  0.01894965  0.0010031
  -0.02900052]]",10580.01460490564,Unknown,hataraki man,unknown
Azumanga Web Daioh,6.71,"Comedy, School, Slice of Life",ONA,1,3 min.,3119,27541,"Genre: Comedy, School, Slice of Life and the synopsis is Chiyo brings a video camera to school for a class project. But when Tomo gets a hold of it, heaps of trouble happen all over campus. (Source: ANN)","[[ 0.02810797 -0.02185744 -0.03103265 ...  0.00367526 -0.02139156
  -0.04262783]]",13773.854922388035,Azumanga Web Daioh,azumanga web daioh,azumanga web daioh
Jigoku Shoujo Futakomori,7.93,"Mystery, Horror, Psychological, Supernatural",TV,26,25 min. per ep.,1103,133270,"Genre: Mystery, Horror, Psychological, Supernatural and the synopsis is Enma and her companions continue to offer their service of revenge against those who have wronged others, and the price is as steep as ever—for damning the offender to hell, the person exacting vengeance is sent to the abyss as well. As they cast soul after soul into the darkness, a new sinister force is watching them: a little girl named Kikuri. While Ai continues her duties, she meets a boy named Takuma Kurebayashi, known as the ""Devil's Child"" because of the horrific events that occur around him. Unfortunately, Takuma's reputation leads the townspeople to use him as a scapegoat for those who have been ferried off to hell. When things quickly spiral out of control, Ai must find a way to bring an end to this senseless violence, as it poses a threat to her very existence.","[[ 0.01313688 -0.01933503 -0.01766707 ...  0.00266541 -0.02471255
  -0.01226287]]",66638.9607817517,Hell Girl:Two Mirrors,jigoku shoujo futakomori,hell girltwo mirrors
Red Garden,7.09,"Drama, Mystery",TV,22,23 min. per ep.,2586,38752,"Genre: Drama, Mystery and the synopsis is Strange suicides have been taking place in New York. One day, four girls from the same high school wake up in the morning feeling tired and dizzy and not being able to remember anything about the previous night. In school, they find out that one of their classmates has committed suicide. School is canceled for the rest of the day, but instead of going home, the girls are drawn to a park by butterflies only they can see. Suddenly a man and a woman approach the girls, telling them that they all died the previous night. (Source: ANN)","[[ 0.00774241 -0.00769045  0.01034703 ...  0.0042999  -0.02300639
  -0.02278555]]",19379.544373057775,Red Garden,red garden,red garden
Soukou no Strain,7.07,"Drama, Ecchi, Mecha, Military, Sci-Fi, Space",TV,13,24 min. per ep.,3669,19978,"Genre: Drama, Ecchi, Mecha, Military, Sci-Fi, Space and the synopsis is Eleven-year-old Sara Werec's elder brother, Ralph, was sent to the frontlines of an interstellar war 130 light years away, and Sara vowed to reunite with him one day as a comrade. Five years later, Sara is a student at Grapera Space Armed Soldier Academy, training to become a Reasoner, a pilot of an advanced weapons system called a ""Strain."" When the academy is suddenly attacked by enemy forces, Sara enters battle against a Strain that quickly overpowers her. After incapacitating her, the pilot reveals himself to be her Ralph. Killing all the other students and destroying the school, he disappears, leaving Sara to question everything she has ever known. Soukou no Strain is the story of Sara as she reenters training under a new name, now determined to confront her brother and make sense of her brother's actions.","[[ 0.01316736 -0.02417723  0.00306092 ... -0.01427981 -0.02019939
  -0.0243795 ]]",9992.53457755211,Strain:Strategic Armored Infantry,soukou no strain,strainstrategic armored infantry
